City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,avarua,-21.2078,-159.775,302.18,65,98,4.12,CK,1706672978
1,longyearbyen,78.2186,15.6401,268.06,63,75,5.66,SJ,1706672979
2,tiksi,71.6872,128.8694,246.52,97,65,1.67,RU,1706672979
3,recreo,-29.2818,-65.061,302.18,30,5,7.26,AR,1706672979
4,ribeira grande,38.5167,-28.7,286.91,87,29,3.13,PT,1706672979
5,grytviken,-54.2811,-36.5092,276.16,77,20,5.15,GS,1706672741
6,cidreira,-30.1811,-50.2056,292.79,91,9,2.7,BR,1706672980
7,waitangi,-43.9535,-176.5597,290.83,98,100,1.79,NZ,1706672980
8,blackmans bay,-43.0167,147.3167,296.22,47,84,3.57,AU,1706672980
9,talnakh,69.4865,88.3972,254.93,79,100,4.49,RU,1706672981
10,vorgashor,67.5833,63.95,259.89,95,100,4.5,RU,1706672981
11,port-aux-francais,-49.35,70.2167,277.17,74,88,13.7,TF,1706672981
12,adamstown,-25.066,-130.1015,298.77,76,100,11.95,PN,1706672981
13,berezovyy,51.6667,135.7,256.16,65,9,0.83,RU,1706672981
14,fonte boa,-2.4959,-66.2662,299.44,81,100,1.21,BR,1706672982
15,ust-nera,64.5667,143.2,243.86,97,100,2.15,RU,1706672982
16,puerto natales,-51.7236,-72.4875,281.48,86,55,1.7,CL,1706672982
17,bilibino,68.0546,166.4372,239.43,99,100,0.16,RU,1706672983
18,aasiaat,68.7098,-52.8699,243.94,94,60,5.77,GL,1706672983
19,punta arenas,-53.15,-70.9167,282.21,66,0,3.6,CL,1706672983
20,curup,-3.4667,102.5333,301.56,63,94,0.4,ID,1706672983
21,chibougamau,49.9168,-74.3659,264.94,86,100,2.57,CA,1706672984
22,bereznik,62.8551,42.7072,269.19,92,81,2.81,RU,1706672984
23,hermanus,-34.4187,19.2345,293.04,78,100,2.24,ZA,1706672984
24,carauari,-4.8828,-66.8958,297.29,96,100,0.53,BR,1706672984
25,puerto ayora,-0.7393,-90.3518,298.38,88,95,4.19,EC,1706672985
26,waddan,29.1614,16.139,280.2,84,8,2.57,LY,1706672985
27,isangel,-19.55,169.2667,300.07,74,44,2.03,VU,1706672985
28,kidal,18.4411,1.4078,289.21,27,0,5.34,ML,1706672985
29,olonkinbyen,70.9221,-8.7187,269.18,75,100,6.58,SJ,1706672986
30,kodiak,57.79,-152.4072,261.88,48,0,0.0,US,1706672986
31,mejit,10.2753,170.8646,299.37,83,100,8.79,MH,1706672986
32,port elizabeth,-33.918,25.5701,294.44,89,0,2.57,ZA,1706672986
33,ad dilam,23.9915,47.1627,291.38,36,98,4.02,SA,1706672987
34,nova sintra,14.8667,-24.7167,294.04,60,0,5.24,CV,1706672987
35,wailua homesteads,22.0669,-159.378,296.59,80,75,2.06,US,1706672987
36,hamilton,39.1834,-84.5333,276.36,95,100,4.02,US,1706672987
37,bethel,41.3712,-73.414,274.46,77,100,3.6,US,1706672988
38,papatowai,-46.5619,169.4708,291.52,48,76,3.57,NZ,1706672988
39,bemidji,47.4736,-94.8803,275.31,96,0,2.57,US,1706672988
40,mount pearl,47.5166,-52.7813,268.07,84,100,7.2,CA,1706672988
41,arraial do cabo,-22.9661,-42.0278,298.01,92,42,3.22,BR,1706672989
42,turinsk,58.0458,63.696,263.62,96,100,2.14,RU,1706672989
43,san antonio de pale,-1.4014,5.6325,301.08,77,99,2.55,GQ,1706672989
44,albany,42.6001,-73.9662,272.69,85,100,2.22,US,1706672989
45,bhag,29.0415,67.8239,291.79,30,0,1.25,PK,1706672990
46,ushuaia,-54.8,-68.3,281.96,71,20,11.83,AR,1706672990
47,drama,41.1544,24.1394,277.41,56,0,2.25,GR,1706672990
48,broome,42.2506,-75.833,273.09,89,100,3.6,US,1706672745
49,ilulissat,69.2167,-51.1,250.16,45,18,2.06,GL,1706672990
50,west island,-12.1568,96.8225,303.14,66,40,2.57,CC,1706672991
51,mapimi,25.8167,-103.85,288.78,35,29,2.84,MX,1706672991
52,stanley,54.868,-1.6985,277.75,79,0,6.17,GB,1706672991
53,tura,25.5198,90.2201,295.69,33,0,0.81,IN,1706672992
54,sao paulo de olivenca,-3.3783,-68.8725,297.21,97,100,0.92,BR,1706672992
55,mount isa,-20.7333,139.5,300.02,83,100,7.72,AU,1706672992
56,bredasdorp,-34.5322,20.0403,291.4,96,76,1.21,ZA,1706672992
57,ambon,-3.6954,128.1814,306.23,62,40,2.57,ID,1706672993
58,dadiya,9.6167,11.4333,292.98,30,19,1.74,NG,1706672993
59,afaahiti,-17.75,-149.2833,302.07,79,85,3.57,PF,1706672993
60,lihue,21.9789,-159.3672,296.92,76,75,2.06,US,1706672769
61,margaret river,-33.95,115.0667,300.97,53,0,5.57,AU,1706672994
62,dalandzadgad,43.5708,104.425,258.04,76,62,1.12,MN,1706672994
63,conceicao da barra,-18.5933,-39.7322,296.82,97,100,1.38,BR,1706672994
64,ahraura,25.0167,83.0167,292.23,44,54,1.76,IN,1706672994
65,thunder bay,48.4001,-89.3168,274.14,86,75,3.09,CA,1706672935
66,margate,51.3813,1.3862,280.2,91,66,0.89,GB,1706672995
67,jolo,6.05,121.0167,301.85,75,88,2.72,PH,1706672995
68,dungarvan,52.0881,-7.6253,281.24,83,100,8.01,IE,1706672995
69,lompoc,34.6391,-120.4579,287.0,86,0,0.0,US,1706672996
70,tobelo,1.7284,128.0095,301.73,77,99,2.55,ID,1706672996
71,thompson,55.7435,-97.8558,274.24,93,100,1.03,CA,1706672996
72,nantucket,41.2835,-70.0995,271.18,59,100,2.8,US,1706672996
73,mongagua,-24.0931,-46.6208,297.4,82,90,0.39,BR,1706672997
74,saint-philippe,-21.3585,55.7679,298.92,84,58,4.54,RE,1706672997
75,altay,47.8667,88.1167,262.31,75,98,0.86,CN,1706672997
76,college,64.8569,-147.8028,246.14,61,75,1.54,US,1706672997
77,luderitz,-26.6481,15.1594,291.36,85,0,4.34,NA,1706672998
78,georgetown,5.4112,100.3354,305.9,63,20,2.24,MY,1706672699
79,praia da vitoria,38.7333,-27.0667,287.29,94,75,2.18,PT,1706672998
80,xucheng,20.35,110.1288,295.63,76,84,4.6,CN,1706672998
81,el abiodh sidi cheikh,32.893,0.5484,280.32,76,100,1.61,DZ,1706672999
82,edinburgh of the seven seas,-37.0676,-12.3116,286.98,57,86,0.09,SH,1706672999
83,wewak,-3.5534,143.6268,302.4,78,95,5.93,PG,1706672999
84,san luis de la loma,17.2706,-100.8939,298.13,78,100,1.11,MX,1706672999
85,kapuskasing,49.4169,-82.4331,274.2,86,100,5.14,CA,1706673000
86,hawaiian paradise park,19.5933,-154.9731,299.88,84,100,3.09,US,1706673000
87,petropavlovsk-kamchatsky,53.0452,158.6483,261.48,70,75,4.0,RU,1706672764
88,anadyr,64.75,177.4833,240.43,74,0,4.0,RU,1706673001
89,kristiansund,63.1115,7.732,281.51,46,75,4.63,NO,1706673001
90,iqaluit,63.7506,-68.5145,249.09,63,75,5.66,CA,1706673001
91,ashburton,-37.8626,145.0794,297.01,57,49,1.79,AU,1706673002
92,toliara,-23.35,43.6667,298.81,64,6,6.08,MG,1706673002
93,roznov pod radhostem,49.4585,18.143,274.56,73,100,2.41,CZ,1706673002
94,nushki,29.5542,66.0215,283.53,44,1,1.39,PK,1706673002
95,north bend,43.4065,-124.2243,287.51,94,100,2.06,US,1706673003
96,barrouallie,13.2333,-61.2667,297.97,85,16,3.32,VC,1706673003
97,constantia,44.1833,28.65,269.65,77,26,2.83,RO,1706672819
98,road town,18.4167,-64.6167,299.2,69,0,2.14,VG,1706673003
99,calca,-13.3333,-71.95,285.79,90,100,1.43,PE,1706673004
100,klyuchi,52.2667,79.1667,261.15,89,100,2.79,RU,1706673004
101,ospedaletto euganeo,45.2168,11.6132,277.91,74,100,0.93,IT,1706673004
102,invercargill,-46.4,168.35,293.16,46,98,4.02,NZ,1706672803
103,mumford,5.2618,-0.759,298.9,88,1,3.29,GH,1706672916
104,polyarnyy,69.1989,33.4478,273.99,73,100,14.77,RU,1706673005
105,hobyo,5.3505,48.5268,298.68,74,98,6.05,SO,1706673005
106,great falls,47.5002,-111.3008,281.81,54,0,5.66,US,1706673006
107,sao jose da coroa grande,-8.8978,-35.1478,298.28,76,7,1.91,BR,1706673007
108,saipan,15.1355,145.701,300.54,61,40,8.75,MP,1706673007
109,vila franca do campo,37.7167,-25.4333,287.38,88,52,2.21,PT,1706673007
110,solnechnyy,50.7214,136.6319,250.94,89,99,1.39,RU,1706673007
111,cabo san lucas,22.8909,-109.9124,297.46,76,75,0.0,MX,1706673007
112,benguela,-12.5763,13.4055,299.11,85,100,1.22,AO,1706673008
113,estevan,49.1334,-102.9842,278.26,75,0,6.17,CA,1706673008
114,mzimba,-11.9,33.6,288.85,91,12,1.6,MW,1706673008
115,pocone,-16.2567,-56.6228,296.07,89,100,1.46,BR,1706673008
116,posto fiscal rolim de moura,-13.0833,-62.2667,299.78,75,100,1.23,BR,1706673009
117,queenstown,-31.8976,26.8753,292.85,86,100,0.68,ZA,1706673004
118,port alfred,-33.5906,26.891,294.36,94,100,0.45,ZA,1706672869
119,betio village,1.358,172.9211,303.17,73,100,2.24,KI,1706672987
120,northam,51.0333,-4.2167,275.16,90,46,3.93,GB,1706673010
121,tommot,58.9564,126.2925,247.48,94,95,3.55,RU,1706673010
122,ghat,24.9647,10.1728,280.61,55,0,1.99,LY,1706673010
123,minas de marcona,-15.2119,-75.1103,291.86,82,100,4.3,PE,1706673010
124,mahdia,35.5047,11.0622,282.12,72,1,0.44,TN,1706673011
125,as sulayyil,20.4607,45.5779,290.29,59,76,2.27,SA,1706673011
126,turbat,26.0023,63.044,294.01,30,100,3.57,PK,1706673011
127,mount gambier,-37.8333,140.7667,295.27,46,3,4.72,AU,1706673011
128,hithadhoo,-0.6,73.0833,300.7,74,24,2.08,MV,1706673012
129,torghay,49.6339,63.4981,262.53,96,97,4.39,KZ,1706673012
130,carnarvon,-24.8667,113.6333,309.36,38,0,4.32,AU,1706672991
131,new norfolk,-42.7826,147.0587,296.88,29,85,2.76,AU,1706673012
132,kerikeri,-35.2268,173.9474,295.94,69,65,2.15,NZ,1706673012
133,codrington,-38.2667,141.9667,293.14,58,39,5.92,AU,1706673013
134,abbeville,50.1,1.8333,280.13,85,68,2.56,FR,1706673013
135,lebu,-37.6167,-73.65,287.74,85,0,5.99,CL,1706673014
136,el calafate,-50.3408,-72.2768,283.69,72,22,3.35,AR,1706673014
137,santa terezinha,-29.9002,-50.0904,292.95,83,7,2.99,BR,1706673014
138,cacapava do sul,-30.5122,-53.4914,288.29,78,1,1.06,BR,1706673015
139,poronaysk,49.2167,143.1167,259.46,83,65,1.11,RU,1706673015
140,sitangkai,4.6628,119.3928,300.47,82,58,6.85,PH,1706673015
141,bairnsdale,-37.8333,147.6167,297.07,53,8,0.89,AU,1706673016
142,smithers,54.7804,-127.1743,275.33,93,75,1.54,CA,1706673016
143,priozersk,61.0393,30.1291,272.01,86,100,3.62,RU,1706673016
144,ancud,-41.8697,-73.8203,287.23,95,100,2.04,CL,1706673016
145,salahonda,2.1019,-78.7217,299.66,85,100,1.85,CO,1706673017
146,hammerfest,70.6634,23.6821,276.4,56,20,23.15,NO,1706673017
147,mareeba,-17.0,145.4333,306.2,69,93,2.79,AU,1706673017
148,taltal,-25.4,-70.4833,293.89,83,25,1.08,CL,1706672878
149,sinabang,2.4803,96.3801,302.5,70,86,1.69,ID,1706673017
150,howrah,22.5892,88.3103,295.42,88,75,0.0,IN,1706673018
151,lucas,41.6501,-83.6666,274.47,94,100,0.0,US,1706673018
152,sorong,-0.8833,131.25,302.16,72,27,2.25,ID,1706673018
153,soe,-9.8607,124.284,301.8,52,81,3.46,ID,1706673019
154,amahai,-3.3333,128.9167,303.87,64,51,2.96,ID,1706673019
155,jonuta,18.0833,-92.1333,292.08,84,100,0.52,MX,1706673019
156,st. john's,47.5649,-52.7093,268.53,84,100,7.2,CA,1706673019
157,island harbour,50.724,-1.2758,280.89,82,13,2.79,GB,1706673020
158,visby,57.6409,18.296,277.27,100,100,5.66,SE,1706672972
159,isafjordur,66.0755,-23.124,267.52,74,62,3.01,IS,1706673020
160,utrik,11.2278,169.8474,299.31,78,100,7.35,MH,1706673020
161,udachny,66.4167,112.4,247.84,75,97,1.31,RU,1706673021
162,kanniyakumari,8.0833,77.5667,300.88,70,22,4.43,IN,1706672765
163,kenai,60.5544,-151.2583,253.2,83,0,1.54,US,1706673021
164,yuzhno-kurilsk,44.0306,145.8556,271.14,71,100,3.05,RU,1706673021
165,choibalsan,48.0667,114.5,249.5,86,5,4.26,MN,1706673022
166,korla,41.7597,86.1469,269.82,62,87,1.4,CN,1706673022
167,nago,26.5881,127.9761,299.62,68,64,4.57,JP,1706673022
168,salalah,17.0151,54.0924,296.2,83,20,0.51,OM,1706672793
169,bamboo flat,11.7,92.7167,302.2,74,75,3.6,IN,1706673022
170,tamanrasset,22.785,5.5228,283.1,40,0,9.77,DZ,1706673023
171,arawa,-6.2132,155.5367,302.95,74,99,1.33,PG,1706673023
172,bathsheba,13.2167,-59.5167,299.32,83,11,5.62,BB,1706673023
173,jayapura,-2.5333,140.7,304.81,75,98,3.93,ID,1706672958
174,arteche,12.2645,125.4048,300.93,67,96,6.49,PH,1706673024
175,sinop,41.7711,34.8709,273.34,89,97,0.81,TR,1706673024
176,yorkton,51.2167,-102.4677,278.06,75,0,8.23,CA,1706673024
177,port saint john's,-31.6229,29.5448,295.46,92,61,4.44,ZA,1706673025
178,sekong,-6.3996,106.0252,300.98,74,97,1.45,ID,1706673025
179,plouzane,48.3833,-4.6167,280.18,87,75,2.57,FR,1706673025
180,sitka,57.0531,-135.33,276.09,52,75,3.6,US,1706673025
181,midland,31.9974,-102.0779,287.39,46,0,1.54,US,1706673026
182,riachao das neves,-11.7461,-44.91,294.41,92,92,0.61,BR,1706673026
183,sandnessjoen,66.0217,12.6316,277.44,92,100,19.81,NO,1706673026
184,aldinga beach,-35.2793,138.4604,300.24,46,0,6.06,AU,1706673026
185,la sarre,48.8002,-79.1996,272.31,92,100,4.74,CA,1706673027
186,karsiyang,26.8825,88.2773,285.26,41,3,2.09,IN,1706673027
187,tabuk,17.4189,121.4443,299.25,64,62,3.51,PH,1706673027
188,kisber,47.5029,18.0367,272.96,76,66,2.07,HU,1706673027
189,sao joao da barra,-21.6403,-41.0511,297.75,95,100,0.23,BR,1706673028
190,weno,7.4515,151.8468,300.71,73,86,8.73,FM,1706673028
191,gueckedou,8.6667,-10.25,292.43,69,69,0.56,GN,1706673028
192,kingston,17.997,-76.7936,298.68,86,20,6.17,JM,1706672729
193,tazovsky,67.4667,78.7,251.2,94,73,6.09,RU,1706673029
194,badger,64.8,-147.5333,246.1,71,40,1.54,US,1706673029
195,al kharijah,25.4514,30.5464,279.97,52,0,1.89,EG,1706673030
196,san patricio,28.017,-97.5169,287.07,66,100,2.39,US,1706673030
197,cho dok,10.7,105.1167,303.13,56,88,3.53,VN,1706673030
198,porto novo,6.4965,2.6036,301.05,86,60,1.46,BJ,1706672950
199,bandon,51.7469,-8.7425,280.92,79,100,7.5,IE,1706673031
200,yangsan,35.3386,129.0386,281.11,76,75,1.03,KR,1706672734
201,san pedro pochutla,15.7333,-96.4667,295.32,73,16,1.78,MX,1706673032
202,nuuk,64.1835,-51.7216,264.49,67,100,7.2,GL,1706672912
203,iskateley,67.6803,53.1512,267.05,92,78,4.92,RU,1706673032
204,obidos,-1.9175,-55.5181,298.12,87,100,1.08,BR,1706673033
205,enewetak,11.3474,162.3373,299.73,71,80,9.2,MH,1706673033
206,nar'yan-mar,67.6713,53.087,267.1,92,79,4.92,RU,1706672945
207,sijunjung,-0.6876,100.9537,303.41,63,83,1.06,ID,1706673033
208,koshki,54.2091,50.4677,265.71,94,36,4.38,RU,1706673034
209,zaozersk,69.4005,32.4476,273.22,75,100,15.7,RU,1706673034
210,chonchi,-42.6128,-73.8092,289.33,97,99,0.97,CL,1706673034
211,east london,-33.0153,27.9116,295.67,88,75,2.57,ZA,1706673034
212,fort bragg,35.139,-79.006,282.06,78,100,2.57,US,1706673035
213,westport,41.1415,-73.3579,275.42,74,100,5.14,US,1706673035
214,carletonville,-26.3609,27.3977,288.62,71,13,3.52,ZA,1706673035
215,atafu village,-8.5421,-172.5159,302.48,71,17,2.28,TK,1706673035
216,sisimiut,66.9395,-53.6735,253.6,72,100,7.09,GL,1706673036
217,port-gentil,-0.7193,8.7815,301.02,83,100,3.59,GA,1706673036
218,loukhi,66.0764,33.0381,271.04,81,41,5.97,RU,1706673036
219,guarapari,-20.6667,-40.4975,299.76,88,100,2.29,BR,1706673037
220,colachel,8.1667,77.25,302.74,58,12,0.36,IN,1706673037
221,saint-georges,12.0564,-61.7485,299.97,89,20,7.72,GD,1706672928
222,evinayong,1.4368,10.5512,294.0,99,100,0.89,GQ,1706672848
223,malabar,-33.9667,151.25,302.14,73,75,9.26,AU,1706673038
224,dunedin,-45.8742,170.5036,290.82,76,75,3.58,NZ,1706672755
225,kiunga,-6.1219,141.2906,301.24,79,98,1.66,PG,1706673038
226,la'ie,21.6477,-157.9253,299.13,77,22,1.34,US,1706673038
227,mlangali,-9.7833,34.5167,288.25,97,100,0.78,TZ,1706673039
228,tralee,52.2704,-9.7026,279.89,87,100,4.96,IE,1706672958
229,zaysan,47.4667,84.8667,258.44,97,86,0.49,KZ,1706672905
230,yellowknife,62.456,-114.3525,261.44,92,100,3.6,CA,1706672742
231,inari,68.906,27.0288,274.26,73,100,9.33,FI,1706673040
232,hasaki,35.7333,140.8333,288.31,49,27,5.06,JP,1706673040
233,byron bay,-28.65,153.6167,301.88,61,93,4.48,AU,1706672917
234,usinsk,65.9939,57.5281,267.63,94,100,4.92,RU,1706673041
235,senanga,-16.1167,23.2667,293.37,85,73,1.5,ZM,1706673041
236,kabalo,-6.05,26.9167,293.84,96,100,0.83,CD,1706673042
237,baiyin,36.5583,104.2081,272.76,35,100,2.28,CN,1706673042
238,labytnangi,66.6572,66.4183,257.07,97,100,2.02,RU,1706673042
239,happy valley-goose bay,53.3168,-60.3315,258.32,56,20,4.63,CA,1706673043
240,millville,39.4021,-75.0393,277.54,90,100,2.06,US,1706673043
241,itoman,26.1247,127.6694,299.58,68,40,7.72,JP,1706673044
242,linares,-35.85,-71.6,291.25,36,0,2.78,CL,1706673044
243,xiazhen,34.8022,117.1117,280.51,72,95,3.18,CN,1706673044
244,jamestown,42.097,-79.2353,274.92,92,100,2.57,US,1706673045
245,funafuti,-8.5243,179.1942,304.15,79,75,7.72,TV,1706673045
246,daru,-9.0763,143.2092,302.14,79,99,3.84,PG,1706673045
247,zalari,53.5584,102.5065,248.68,94,73,2.64,RU,1706673045
248,dudinka,69.4058,86.1778,255.16,84,100,9.39,RU,1706673046
249,vilyuchinsk,52.9306,158.4028,262.3,66,100,2.22,RU,1706673046
250,whitehorse,60.7161,-135.0538,270.58,50,20,4.12,CA,1706672791
251,sainte-suzanne,-20.9061,55.6089,301.27,61,0,6.69,RE,1706673046
252,puerto deseado,-47.7503,-65.8938,294.66,38,98,10.81,AR,1706673047
253,halifax,44.6453,-63.5724,266.15,87,22,4.02,CA,1706672780
254,ginir,7.1333,40.7,287.89,68,12,1.03,ET,1706673047
255,callao,-12.0667,-77.15,299.66,73,75,4.63,PE,1706672770
256,deori khas,23.4,79.0167,293.1,33,100,2.02,IN,1706673048
257,pasuquin,18.3328,120.6177,301.12,65,20,2.57,PH,1706673048
258,kimbe,-5.5502,150.1429,303.22,70,51,2.9,PG,1706673048
259,zhaotong,27.3167,103.7167,286.21,26,0,4.87,CN,1706672920
260,kone,-21.0595,164.8658,299.08,85,89,1.03,NC,1706673048
261,charlottetown,46.2352,-63.1267,266.44,79,100,2.57,CA,1706672785
262,barcelos,41.5388,-8.6151,286.86,72,100,2.36,PT,1706673049
263,ribadesella,43.4614,-5.0596,282.01,75,95,1.22,ES,1706673049
264,znamensk,48.5842,45.7338,270.76,94,99,2.61,RU,1706673050
265,taco pozo,-25.6167,-63.2833,300.62,36,44,2.78,AR,1706673050
266,konstantinovka,49.6167,127.9833,250.87,90,95,2.09,RU,1706673050
267,medina,24.4686,39.6142,284.39,35,0,0.0,SA,1706673051
268,mpika,-11.8343,31.4529,289.8,92,100,1.46,ZM,1706673051
269,remire-montjoly,4.9167,-52.2667,299.17,100,100,2.06,GF,1706673051
270,mbanza-ngungu,-5.25,14.8667,293.67,99,100,0.96,CD,1706673051
271,abilene,32.4487,-99.7331,288.67,53,0,3.09,US,1706673052
272,lubao,14.9167,120.55,303.19,59,99,6.33,PH,1706673052
273,nizhnyaya tura,58.6293,59.8118,266.33,88,86,2.85,RU,1706673052
274,bubaque,11.2833,-15.8333,298.47,69,96,3.88,GW,1706673052
275,chinde,26.8418,88.0763,286.73,41,2,2.14,NP,1706673053
276,oriximina,-1.7656,-55.8661,297.64,94,100,0.99,BR,1706673053
277,ashchysay,43.5542,68.8889,263.04,94,100,6.1,KZ,1706673053
